drug_id,ec50_factor,Eff_0,Error_0,SSE
[0],1.2,2.8797133575,0.6684612349119805,0.6684612349119805
[0],1.21,2.8774759826,0.6721247728657955,0.6721247728657955
[0],1.22,2.9558863284,0.5497063086476002,0.5497063086476002
[0],1.23,2.9739271923,0.5232800012823975,0.5232800012823975
[0],1.24,2.9786794089999997,0.5164272587677006,0.5164272587677006
[0],1.25,2.9978723666000002,0.489210406707142,0.489210406707142
[0],1.26,3.0176739658,0.4619026161775896,0.4619026161775896
[0],1.27,3.0239351862,0.45343114029632037,0.45343114029632037
[0],1.28,3.0893152778,0.36965532535009116,0.36965532535009116
[0],1.29,3.0893160478999997,0.36965438892007196,0.36965438892007196
[0],1.3,3.1255034128,0.3269606506227041,0.3269606506227041
[0],1.31,3.1139720568,0.3402809906298057,0.3402809906298057
[0],1.32,3.1406977392,0.30981514273161964,0.30981514273161964
[0],1.33,3.1821670954,0.26537029995270744,0.26537029995270744
[0],1.34,3.1951879372,0.25212470207687465,0.25212470207687465
[0],1.35,3.2171712564000003,0.23053143083421468,0.23053143083421468
[0],1.36,3.2513864829999997,0.19884612774899918,0.19884612774899918
[0],1.37,3.2599408608,0.19129014041374898,0.19129014041374898
[0],1.3800000000000001,3.2802191898,0.17396319571564972,0.17396319571564972
[0],1.3900000000000001,3.2934082598,0.1631351164567733,0.1631351164567733
[0],1.4000000000000001,3.3226370769,0.14037840852185268,0.14037840852185268
[0],1.4100000000000001,3.3363840704000003,0.13026618690401798,0.13026618690401798
[0],1.4200000000000002,3.3712841303000003,0.10629165750905757,0.10629165750905757
[0],1.4300000000000002,3.3846680654000005,0.09774381874701382,0.09774381874701382
[0],1.4400000000000002,3.3986406962,0.08920224437536559,0.08920224437536559
[0],1.4500000000000002,3.4417416024,0.06531425718538449,0.06531425718538449
[0],1.4600000000000002,3.4490955717999996,0.0616094809981404,0.0616094809981404
[0],1.4700000000000002,3.4820333062,0.04634325578981631,0.04634325578981631
[0],1.4800000000000002,3.4936924177,0.04145936399667643,0.04145936399667643
[0],1.4900000000000002,3.5096930291999997,0.035199431301417276,0.035199431301417276
[0],1.5000000000000002,3.5130226050999998,0.03396115984766349,0.03396115984766349
[0],1.5100000000000002,3.5361889818000005,0.025959384428029728,0.025959384428029728
